Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,13.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,45.0
1,1,1,1,1,1,4.0,100.0,98.0,84.0,89.0,81.0,78.0,84.0,14.0,12.0,0.0,98.0,0.0,98.0,26.0,70.0,37.0,40.0,31.0,51.0,-1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,3.0,34.0,9.0,11.0,6.0,20.0,0.0,1.0,388.0
1,1,1,1,1,1,2.0,100.0,48.0,68.0,66.0,71.0,68.0,78.0,8.0,14.0,0.0,98.0,0.0,100.0,48.0,83.0,58.0,62.0,51.0,72.0,-1.0,14.0,18.0,4.0,4.0,3.0,5.0,0.0,2.0,52.0,4.0,8.0,4.0,12.0,0.0,1.0,235.0
1,1,1,1,1,1,4.0,99.0,83.0,85.0,87.0,89.0,93.0,74.0,17.0,12.0,0.0,98.0,1.0,99.0,614.0,815.0,75.0,82.0,79.0,85.0,1.0,14.0,348.0,4.0,4.0,3.0,5.0,0.0,38.0,467.0,8.0,8.0,6.0,11.0,0.0,1.0,318.0
1,1,1,1,1,1,4.0,98.0,67.0,84.0,85.0,88.0,89.0,80.0,15.0,14.0,0.0,97.0,0.0,100.0,238.0,226.0,82.0,87.0,85.0,88.0,1.0,37.0,953.0,4.0,4.0,3.0,5.0,0.0,127.0,179.0,12.0,12.0,10.0,14.0,-1.0,1.0,318.0
1,1,1,1,1,1,3.0,82.0,72.0,79.0,80.0,54.0,29.0,76.0,14.0,12.0,0.0,90.0,0.0,98.0,11.0,26.0,42.0,54.0,35.0,75.0,-1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,16.0,10.0,10.0,7.0,15.0,0.0,1.0,324.0
1,1,1,1,1,1,4.0,93.0,83.0,98.0,100.0,100.0,90.0,100.0,16.0,11.0,0.0,96.0,1.0,100.0,226.0,360.0,63.0,72.0,66.0,77.0,0.0,8.0,216.0,4.0,4.0,3.0,5.0,0.0,22.0,193.0,11.0,9.0,7.0,13.0,0.0,1.0,749.0
1,1,1,1,1,1,3.0,99.0,48.0,87.0,81.0,88.0,60.0,49.0,11.0,6.0,0.0,98.0,1.0,100.0,214.0,262.0,82.0,78.0,73.0,81.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,7.0,152.0,5.0,9.0,6.0,15.0,0.0,1.0,562.0
1,1,1,1,1,1,4.0,88.0,79.0,80.0,71.0,95.0,97.0,95.0,11.0,7.0,0.0,99.0,1.0,100.0,112.0,144.0,78.0,75.0,69.0,80.0,0.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,2.0,117.0,2.0,7.0,4.0,12.0,0.0,1.0,208.0
1,1,1,1,1,1,4.0,100.0,58.0,92.0,82.0,89.0,94.0,93.0,10.0,6.0,0.0,100.0,0.0,100.0,140.0,160.0,88.0,85.0,79.0,89.0,1.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,7.0,156.0,4.0,8.0,5.0,14.0,0.0,1.0,375.0
1,1,1,1,1,1,3.0,96.0,71.0,82.0,40.0,93.0,82.0,77.0,6.0,5.0,0.0,100.0,0.0,100.0,58.0,65.0,89.0,83.0,74.0,89.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,0.0,29.0,0.0,9.0,4.0,15.0,0.0,1.0,93.0
1,1,1,1,1,1,3.0,99.0,72.0,88.0,57.0,79.0,81.0,0.0,11.0,3.0,0.0,95.0,0.0,100.0,238.0,246.0,97.0,91.0,88.0,92.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,3.0,151.0,2.0,7.0,4.0,12.0,0.0,1.0,490.0
1,1,1,1,1,1,2.0,97.0,85.0,71.0,69.0,54.0,88.0,36.0,16.0,6.0,0.0,96.0,0.0,100.0,69.0,78.0,88.0,85.0,77.0,90.0,1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,4.0,58.0,7.0,10.0,6.0,17.0,0.0,1.0,222.0
1,1,1,1,1,1,2.0,97.0,66.0,73.0,68.0,75.0,67.0,56.0,14.0,6.0,0.0,47.0,0.0,100.0,117.0,124.0,94.0,90.0,85.0,93.0,1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,0.0,82.0,0.0,6.0,4.0,11.0,0.0,1.0,222.0
1,1,1,1,1,1,4.0,100.0,36.0,86.0,90.0,93.0,86.0,84.0,9.0,2.0,0.0,96.0,0.0,100.0,84.0,100.0,84.0,82.0,74.0,87.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,3.0,53.0,6.0,10.0,6.0,19.0,0.0,1.0,216.0
1,1,1,1,1,1,3.0,99.0,22.0,47.0,55.0,100.0,97.0,64.0,13.0,2.0,0.0,98.0,0.0,100.0,182.0,189.0,96.0,93.0,90.0,95.0,1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,3.0,100.0,3.0,8.0,5.0,13.0,0.0,1.0,381.0
1,1,1,1,1,1,2.0,99.0,98.0,51.0,38.0,54.0,23.0,30.0,11.0,5.0,0.0,100.0,2.0,100.0,91.0,97.0,94.0,88.0,82.0,92.0,1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,1.0,61.0,2.0,8.0,4.0,15.0,0.0,1.0,215.0
1,1,1,1,1,1,3.0,100.0,58.0,55.0,85.0,94.0,56.0,63.0,11.0,2.0,0.0,100.0,0.0,100.0,150.0,157.0,96.0,90.0,86.0,93.0,1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,4.0,100.0,4.0,9.0,5.0,15.0,0.0,1.0,338.0
1,1,1,1,1,1,2.0,70.0,89.0,50.0,52.0,68.0,36.0,48.0,10.0,9.0,0.0,91.0,0.0,100.0,103.0,120.0,86.0,86.0,79.0,91.0,1.0,14.0,17.0,4.0,4.0,3.0,5.0,0.0,8.0,91.0,9.0,11.0,7.0,17.0,0.0,1.0,319.0
1,1,1,1,1,1,2.0,99.0,20.0,77.0,52.0,80.0,75.0,59.0,14.0,5.0,0.0,97.0,1.0,100.0,91.0,101.0,90.0,86.0,80.0,91.0,1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,5.0,55.0,9.0,11.0,7.0,18.0,0.0,1.0,249.0
1,1,1,1,1,1,3.0,100.0,27.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,94.0,0.0,100.0,22.0,40.0,55.0,66.0,52.0,81.0,0.0,1.0,24.0,4.0,4.0,3.0,5.0,0.0,35.0,16.0,10.0,10.0,7.0,15.0,0.0,1.0,91.0
1,1,1,1,1,1,4.0,99.0,89.0,100.0,84.0,95.0,96.0,93.0,11.0,3.0,0.0,99.0,0.0,100.0,133.0,175.0,76.0,74.0,67.0,80.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,3.0,121.0,2.0,8.0,4.0,13.0,0.0,1.0,345.0
1,1,1,1,1,1,4.0,100.0,99.0,91.0,89.0,90.0,100.0,92.0,10.0,9.0,0.0,100.0,0.0,100.0,250.0,264.0,95.0,94.0,91.0,97.0,1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,6.0,137.0,4.0,8.0,5.0,13.0,0.0,1.0,504.0
1,1,1,1,1,1,3.0,99.0,64.0,72.0,56.0,94.0,77.0,66.0,11.0,5.0,0.0,97.0,0.0,100.0,218.0,237.0,92.0,89.0,85.0,92.0,1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,4.0,133.0,3.0,8.0,4.0,14.0,0.0,1.0,607.0
1,1,1,1,1,1,4.0,96.0,62.0,81.0,46.0,91.0,77.0,88.0,7.0,4.0,0.0,100.0,1.0,100.0,212.0,220.0,96.0,90.0,87.0,92.0,1.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,2.0,99.0,2.0,8.0,4.0,13.0,0.0,1.0,452.0
1,1,1,1,1,1,4.0,100.0,86.0,90.0,98.0,94.0,96.0,79.0,10.0,3.0,0.0,99.0,0.0,100.0,202.0,214.0,94.0,89.0,85.0,92.0,1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,1.0,126.0,1.0,7.0,4.0,11.0,0.0,1.0,461.0
1,1,1,1,1,1,4.0,94.0,68.0,92.0,90.0,94.0,94.0,98.0,11.0,2.0,0.0,100.0,0.0,100.0,176.0,206.0,85.0,86.0,80.0,90.0,1.0,14.0,18.0,4.0,4.0,3.0,5.0,0.0,10.0,122.0,8.0,11.0,7.0,17.0,0.0,1.0,447.0
1,1,1,1,1,1,4.0,97.0,32.0,91.0,94.0,100.0,64.0,67.0,10.0,7.0,0.0,92.0,0.0,100.0,387.0,404.0,96.0,91.0,89.0,93.0,1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,4.0,209.0,2.0,6.0,4.0,10.0,0.0,1.0,947.0
1,1,1,1,1,1,3.0,83.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,65.0,0.0,91.0,238.0,8.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,2.0,10.0,10.0,7.0,15.0,0.0,1.0,14.0
1,1,1,1,1,1,4.0,100.0,28.0,85.0,45.0,89.0,93.0,80.0,9.0,7.0,0.0,88.0,1.0,100.0,219.0,227.0,96.0,92.0,89.0,94.0,1.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,3.0,130.0,2.0,7.0,4.0,13.0,0.0,1.0,510.0
1,1,1,0,1,1,3.0,100.0,87.0,72.0,76.0,80.0,78.0,86.0,16.0,8.0,0.0,100.0,0.0,100.0,194.0,278.0,70.0,80.0,73.0,85.0,0.0,3.0,73.0,4.0,4.0,3.0,5.0,0.0,28.0,168.0,17.0,13.0,9.0,17.0,0.0,1.0,680.0
1,1,1,1,1,1,3.0,98.0,52.0,79.0,78.0,80.0,87.0,81.0,14.0,13.0,0.0,97.0,0.0,93.0,238.0,226.0,71.0,77.0,75.0,79.0,0.0,23.0,550.0,4.0,4.0,3.0,5.0,0.0,125.0,179.0,11.0,11.0,9.0,13.0,0.0,1.0,318.0
1,1,1,1,1,1,2.0,97.0,55.0,44.0,85.0,98.0,41.0,35.0,12.0,6.0,0.0,94.0,0.0,100.0,56.0,128.0,44.0,44.0,36.0,52.0,-1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,4.0,77.0,5.0,10.0,5.0,16.0,0.0,1.0,246.0
1,1,1,1,1,1,3.0,99.0,90.0,56.0,56.0,92.0,63.0,80.0,9.0,6.0,0.0,96.0,1.0,100.0,172.0,181.0,95.0,88.0,85.0,91.0,1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,3.0,129.0,2.0,8.0,5.0,14.0,0.0,1.0,379.0
1,1,1,1,1,1,4.0,100.0,38.0,82.0,88.0,95.0,96.0,47.0,10.0,3.0,0.0,100.0,0.0,100.0,67.0,70.0,96.0,88.0,82.0,92.0,1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,0.0,32.0,0.0,8.0,4.0,16.0,0.0,1.0,156.0
1,1,1,1,1,1,2.0,100.0,9.0,59.0,70.0,50.0,80.0,64.0,12.0,21.0,0.0,54.0,3.0,100.0,44.0,57.0,77.0,81.0,69.0,89.0,0.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,3.0,27.0,11.0,11.0,6.0,19.0,0.0,1.0,107.0
1,1,1,1,1,1,4.0,98.0,74.0,97.0,88.0,100.0,75.0,48.0,9.0,5.0,0.0,58.0,0.0,100.0,45.0,49.0,92.0,88.0,80.0,93.0,1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,1.0,26.0,4.0,10.0,5.0,18.0,0.0,1.0,115.0
1,1,1,1,1,1,3.0,89.0,37.0,75.0,78.0,86.0,82.0,83.0,8.0,18.0,0.0,91.0,0.0,100.0,56.0,64.0,88.0,86.0,76.0,92.0,0.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,0.0,27.0,0.0,8.0,4.0,15.0,0.0,1.0,198.0
1,1,1,1,1,1,2.0,99.0,47.0,75.0,70.0,87.0,68.0,72.0,11.0,7.0,0.0,99.0,0.0,100.0,222.0,249.0,89.0,88.0,84.0,91.0,1.0,14.0,19.0,4.0,4.0,3.0,5.0,0.0,6.0,110.0,5.0,9.0,5.0,14.0,0.0,1.0,578.0
1,1,1,1,1,1,4.0,100.0,62.0,90.0,87.0,100.0,56.0,91.0,8.0,14.0,0.0,99.0,0.0,100.0,212.0,230.0,92.0,88.0,84.0,91.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,100.0,0.0,6.0,4.0,11.0,0.0,1.0,274.0
1,1,1,1,1,1,4.0,94.0,65.0,100.0,63.0,100.0,100.0,79.0,9.0,5.0,0.0,92.0,0.0,100.0,187.0,208.0,90.0,85.0,81.0,89.0,1.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,3.0,118.0,3.0,8.0,4.0,13.0,0.0,1.0,476.0
1,1,1,1,1,1,4.0,95.0,15.0,93.0,76.0,88.0,83.0,75.0,11.0,7.0,0.0,100.0,0.0,100.0,121.0,128.0,95.0,88.0,83.0,91.0,1.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,2.0,72.0,3.0,9.0,5.0,16.0,0.0,1.0,243.0
1,1,1,1,1,1,2.0,88.0,76.0,80.0,57.0,87.0,60.0,63.0,10.0,7.0,0.0,95.0,1.0,98.0,139.0,149.0,93.0,91.0,86.0,94.0,1.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,1.0,91.0,1.0,7.0,4.0,13.0,0.0,1.0,346.0
1,1,1,1,1,1,4.0,97.0,98.0,90.0,100.0,91.0,79.0,75.0,8.0,4.0,0.0,97.0,0.0,100.0,234.0,243.0,96.0,91.0,88.0,93.0,1.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,3.0,123.0,2.0,7.0,4.0,12.0,0.0,1.0,271.0
1,1,1,1,1,1,4.0,96.0,78.0,90.0,100.0,94.0,97.0,84.0,15.0,10.0,0.0,88.0,0.0,97.0,55.0,71.0,77.0,80.0,71.0,89.0,0.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,4.0,43.0,9.0,10.0,6.0,18.0,0.0,1.0,129.0
1,1,1,1,1,1,4.0,100.0,32.0,100.0,74.0,96.0,64.0,65.0,12.0,2.0,0.0,95.0,0.0,100.0,192.0,206.0,93.0,90.0,86.0,92.0,1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,4.0,98.0,4.0,9.0,5.0,15.0,0.0,1.0,426.0
1,1,1,1,1,1,4.0,99.0,85.0,92.0,60.0,96.0,64.0,71.0,8.0,8.0,0.0,93.0,0.0,100.0,170.0,176.0,97.0,91.0,87.0,93.0,1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,3.0,108.0,3.0,8.0,5.0,14.0,0.0,1.0,389.0
1,1,1,1,1,1,4.0,98.0,95.0,99.0,95.0,100.0,92.0,91.0,13.0,4.0,0.0,98.0,0.0,100.0,84.0,99.0,85.0,83.0,75.0,88.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,4.0,64.0,6.0,10.0,6.0,17.0,0.0,1.0,384.0
1,1,1,1,1,1,3.0,80.0,100.0,84.0,79.0,76.0,86.0,59.0,8.0,0.0,0.0,98.0,0.0,100.0,73.0,84.0,87.0,82.0,75.0,86.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,1.0,49.0,2.0,9.0,5.0,15.0,0.0,1.0,154.0
1,1,1,1,1,1,4.0,88.0,87.0,91.0,72.0,95.0,98.0,59.0,11.0,4.0,0.0,96.0,0.0,100.0,663.0,687.0,97.0,92.0,90.0,93.0,1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,7.0,346.0,2.0,6.0,4.0,10.0,1.0,1.0,318.0
1,1,1,1,1,1,4.0,100.0,71.0,62.0,43.0,88.0,96.0,86.0,14.0,12.0,0.0,96.0,0.0,100.0,41.0,42.0,98.0,90.0,81.0,94.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,0.0,21.0,0.0,9.0,4.0,17.0,0.0,1.0,80.0
1,1,1,1,1,1,2.0,95.0,52.0,80.0,79.0,80.0,81.0,60.0,12.0,6.0,0.0,94.0,0.0,100.0,243.0,290.0,84.0,83.0,78.0,87.0,1.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,8.0,177.0,5.0,8.0,5.0,13.0,0.0,1.0,592.0
1,1,1,1,1,1,4.0,98.0,33.0,82.0,81.0,95.0,55.0,96.0,11.0,7.0,0.0,98.0,0.0,100.0,228.0,246.0,93.0,89.0,85.0,92.0,1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,8.0,146.0,5.0,9.0,6.0,14.0,0.0,1.0,553.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,11.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,2.0,10.0,10.0,7.0,15.0,0.0,1.0,24.0
1,1,1,1,1,1,4.0,99.0,90.0,90.0,81.0,100.0,84.0,68.0,9.0,6.0,0.0,100.0,0.0,100.0,99.0,106.0,93.0,89.0,82.0,92.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,1.0,69.0,1.0,8.0,4.0,14.0,0.0,1.0,248.0
1,1,1,1,1,1,4.0,99.0,62.0,88.0,92.0,100.0,73.0,92.0,9.0,5.0,0.0,100.0,0.0,100.0,381.0,400.0,95.0,92.0,89.0,93.0,1.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,9.0,272.0,3.0,7.0,5.0,11.0,0.0,1.0,968.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,8.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,9.0,10.0,10.0,7.0,15.0,0.0,1.0,14.0
1,1,1,1,1,1,4.0,98.0,3.0,92.0,59.0,95.0,87.0,96.0,8.0,4.0,0.0,99.0,1.0,100.0,99.0,100.0,99.0,95.0,90.0,97.0,1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,0.0,63.0,0.0,7.0,4.0,14.0,0.0,1.0,211.0
1,1,0,0,0,1,4.0,100.0,92.0,89.0,95.0,66.0,95.0,55.0,9.0,15.0,0.0,98.0,2.0,100.0,32.0,47.0,68.0,74.0,61.0,86.0,0.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,6.0,32.0,19.0,12.0,7.0,18.0,0.0,1.0,168.0
1,1,1,1,1,1,3.0,100.0,87.0,62.0,87.0,84.0,69.0,62.0,9.0,6.0,0.0,100.0,0.0,99.0,236.0,260.0,91.0,88.0,84.0,91.0,1.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,3.0,165.0,2.0,6.0,4.0,11.0,0.0,1.0,577.0
1,1,1,0,1,1,5.0,100.0,15.0,91.0,100.0,96.0,100.0,75.0,11.0,10.0,0.0,93.0,0.0,100.0,129.0,131.0,98.0,90.0,86.0,92.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,2.0,93.0,2.0,8.0,5.0,15.0,0.0,1.0,338.0
1,1,1,1,1,1,2.0,91.0,71.0,74.0,68.0,85.0,62.0,52.0,14.0,12.0,0.0,47.0,0.0,100.0,69.0,85.0,81.0,81.0,72.0,87.0,0.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,2.0,28.0,7.0,9.0,5.0,15.0,0.0,1.0,191.0
1,1,1,1,1,1,4.0,99.0,14.0,85.0,84.0,87.0,91.0,70.0,13.0,6.0,0.0,70.0,0.0,100.0,157.0,173.0,91.0,88.0,83.0,92.0,1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,3.0,117.0,3.0,8.0,4.0,13.0,0.0,1.0,363.0
1,1,1,1,1,1,4.0,99.0,94.0,83.0,43.0,98.0,95.0,94.0,15.0,7.0,0.0,100.0,1.0,100.0,72.0,81.0,89.0,85.0,77.0,90.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,4.0,51.0,8.0,12.0,7.0,20.0,0.0,1.0,157.0
1,1,1,1,1,1,5.0,100.0,70.0,100.0,100.0,97.0,100.0,81.0,12.0,2.0,0.0,100.0,0.0,100.0,69.0,71.0,97.0,92.0,86.0,95.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,1.0,41.0,2.0,9.0,5.0,16.0,0.0,1.0,170.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,10.0,8.0,0.0,92.0,1.0,98.0,451.0,519.0,87.0,81.0,78.0,83.0,1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,3.0,234.0,1.0,6.0,4.0,10.0,0.0,1.0,779.0
1,1,1,1,1,1,5.0,100.0,94.0,99.0,100.0,86.0,99.0,80.0,9.0,2.0,0.0,99.0,0.0,100.0,176.0,195.0,90.0,93.0,88.0,96.0,1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,6.0,113.0,5.0,8.0,5.0,14.0,0.0,1.0,285.0
1,1,1,1,1,1,3.0,94.0,79.0,82.0,76.0,81.0,88.0,75.0,7.0,10.0,0.0,92.0,1.0,100.0,77.0,92.0,84.0,81.0,73.0,87.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,5.0,62.0,8.0,11.0,6.0,18.0,0.0,1.0,221.0
1,1,1,1,1,1,4.0,99.0,99.0,92.0,62.0,97.0,100.0,80.0,11.0,3.0,0.0,100.0,1.0,100.0,181.0,199.0,91.0,87.0,83.0,90.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,5.0,114.0,4.0,9.0,6.0,15.0,0.0,1.0,408.0
1,1,1,1,1,1,4.0,99.0,25.0,90.0,56.0,100.0,91.0,58.0,10.0,7.0,0.0,100.0,1.0,100.0,306.0,317.0,97.0,91.0,89.0,93.0,1.0,14.0,19.0,4.0,4.0,3.0,5.0,0.0,8.0,194.0,4.0,9.0,5.0,15.0,0.0,1.0,718.0
1,1,1,1,1,1,4.0,91.0,38.0,90.0,97.0,87.0,82.0,90.0,9.0,9.0,0.0,100.0,0.0,98.0,79.0,86.0,92.0,88.0,81.0,93.0,1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,1.0,42.0,2.0,9.0,4.0,15.0,0.0,1.0,196.0
1,1,1,1,1,1,4.0,99.0,99.0,88.0,58.0,94.0,100.0,69.0,12.0,6.0,0.0,100.0,0.0,100.0,205.0,219.0,94.0,88.0,85.0,91.0,1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,4.0,108.0,4.0,9.0,5.0,15.0,0.0,1.0,474.0
1,1,1,1,1,1,4.0,97.0,75.0,94.0,58.0,85.0,92.0,85.0,8.0,5.0,0.0,54.0,0.0,100.0,331.0,348.0,95.0,94.0,92.0,96.0,1.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,6.0,205.0,3.0,7.0,4.0,11.0,0.0,1.0,811.0
1,1,1,1,1,1,5.0,91.0,75.0,100.0,100.0,100.0,100.0,100.0,9.0,4.0,0.0,61.0,0.0,100.0,103.0,117.0,88.0,85.0,79.0,89.0,1.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,1.0,84.0,1.0,7.0,4.0,11.0,0.0,1.0,246.0
1,1,1,1,1,1,3.0,87.0,54.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,80.0,3.0,100.0,238.0,15.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,13.0,10.0,10.0,7.0,15.0,0.0,1.0,189.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,16.0,38.0,42.0,50.0,36.0,65.0,-1.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,35.0,12.0,10.0,10.0,7.0,15.0,0.0,1.0,138.0
1,1,1,1,1,1,4.0,99.0,98.0,77.0,85.0,97.0,88.0,100.0,14.0,10.0,0.0,85.0,0.0,100.0,511.0,571.0,89.0,87.0,84.0,89.0,1.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,8.0,356.0,2.0,6.0,4.0,10.0,1.0,1.0,578.0
1,1,1,1,1,1,4.0,100.0,76.0,93.0,50.0,96.0,99.0,60.0,8.0,4.0,0.0,100.0,0.0,100.0,286.0,303.0,94.0,89.0,86.0,91.0,1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,4.0,135.0,3.0,8.0,5.0,14.0,0.0,1.0,579.0
1,1,1,1,1,1,4.0,91.0,43.0,100.0,100.0,71.0,96.0,73.0,6.0,11.0,0.0,99.0,0.0,100.0,151.0,155.0,97.0,90.0,87.0,92.0,1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,2.0,77.0,3.0,8.0,5.0,15.0,0.0,1.0,352.0
1,1,1,1,1,1,3.0,95.0,52.0,73.0,79.0,90.0,80.0,78.0,9.0,6.0,0.0,99.0,0.0,100.0,83.0,95.0,87.0,83.0,77.0,89.0,1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,4.0,88.0,5.0,9.0,5.0,15.0,0.0,1.0,204.0
1,1,1,1,1,1,3.0,97.0,38.0,87.0,57.0,90.0,90.0,67.0,14.0,7.0,0.0,99.0,0.0,100.0,91.0,118.0,77.0,76.0,69.0,83.0,0.0,14.0,16.0,4.0,4.0,3.0,5.0,0.0,8.0,68.0,12.0,13.0,8.0,21.0,0.0,1.0,842.0
1,1,1,1,1,1,4.0,99.0,61.0,88.0,91.0,90.0,90.0,88.0,11.0,7.0,0.0,99.0,1.0,100.0,157.0,205.0,77.0,74.0,68.0,79.0,0.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,3.0,150.0,2.0,7.0,4.0,11.0,0.0,1.0,419.0
