Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
1,1,1,1,1,1,4.0,97.0,88.0,84.0,87.0,84.0,87.0,83.0,14.0,15.0,0.0,96.0,1.0,100.0,193.0,277.0,70.0,84.0,78.0,90.0,1.0,6.0,147.0,4.0,4.0,3.0,5.0,0.0,13.0,108.0,12.0,9.0,6.0,13.0,0.0,1.0,355.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,8.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,83.0
1,1,1,1,0,1,4.0,100.0,78.0,60.0,79.0,83.0,99.0,83.0,14.0,12.0,0.0,100.0,0.0,98.0,238.0,16.0,72.0,77.0,70.0,82.0,0.0,14.0,10.0,4.0,4.0,3.0,5.0,0.0,35.0,12.0,10.0,10.0,7.0,15.0,0.0,1.0,25.0
1,1,1,1,0,1,4.0,93.0,98.0,88.0,94.0,100.0,100.0,84.0,14.0,12.0,0.0,100.0,0.0,100.0,31.0,38.0,82.0,78.0,66.0,86.0,0.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,35.0,8.0,10.0,10.0,7.0,15.0,0.0,1.0,38.0
1,1,1,1,1,1,4.0,98.0,43.0,90.0,85.0,89.0,76.0,71.0,11.0,10.0,0.0,98.0,2.0,95.0,85.0,153.0,56.0,56.0,49.0,63.0,-1.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,8.0,88.0,9.0,11.0,7.0,18.0,0.0,1.0,298.0
1,1,1,1,1,1,4.0,93.0,73.0,88.0,87.0,94.0,90.0,86.0,17.0,13.0,0.0,93.0,1.0,99.0,238.0,226.0,74.0,78.0,75.0,79.0,0.0,20.0,564.0,4.0,4.0,3.0,5.0,0.0,105.0,945.0,11.0,12.0,10.0,14.0,0.0,1.0,318.0
1,1,1,1,1,1,4.0,90.0,69.0,89.0,99.0,95.0,79.0,95.0,14.0,12.0,0.0,100.0,2.0,100.0,14.0,23.0,61.0,67.0,50.0,81.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,17.0,10.0,10.0,7.0,15.0,0.0,1.0,31.0
1,1,1,1,1,1,3.0,95.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,1.0,100.0,20.0,26.0,77.0,84.0,68.0,97.0,0.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,33.0
1,1,1,1,1,1,3.0,59.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,86.0,0.0,97.0,238.0,12.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,25.0
1,1,0,0,0,1,1.0,80.0,33.0,45.0,38.0,40.0,45.0,53.0,14.0,12.0,0.0,84.0,3.0,98.0,10.0,27.0,37.0,51.0,33.0,72.0,-1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,14.0,10.0,10.0,7.0,15.0,0.0,1.0,46.0
1,1,1,1,0,1,3.0,82.0,20.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,99.0,0.0,100.0,238.0,7.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,41.0
1,1,1,1,0,1,2.0,86.0,46.0,77.0,60.0,81.0,68.0,46.0,14.0,12.0,0.0,87.0,3.0,100.0,6.0,29.0,21.0,31.0,17.0,49.0,-1.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,15.0,10.0,10.0,7.0,15.0,0.0,1.0,371.0
1,1,1,1,0,1,5.0,100.0,94.0,100.0,97.0,94.0,88.0,86.0,14.0,12.0,0.0,100.0,0.0,100.0,17.0,22.0,77.0,83.0,64.0,96.0,0.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,1.0,21.0,5.0,9.0,5.0,15.0,0.0,1.0,38.0
1,1,1,1,0,1,2.0,92.0,46.0,79.0,71.0,59.0,56.0,69.0,14.0,12.0,0.0,98.0,2.0,99.0,238.0,12.0,72.0,77.0,70.0,82.0,0.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,16.0
1,1,1,1,0,1,4.0,86.0,87.0,77.0,97.0,94.0,85.0,100.0,14.0,12.0,0.0,96.0,0.0,100.0,238.0,16.0,72.0,77.0,70.0,82.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,9.0,10.0,10.0,7.0,15.0,0.0,1.0,195.0
1,1,1,1,1,1,2.0,85.0,52.0,64.0,68.0,57.0,64.0,81.0,14.0,12.0,0.0,98.0,0.0,97.0,22.0,31.0,71.0,78.0,61.0,91.0,0.0,14.0,11.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,102.0
1,1,1,1,1,1,4.0,100.0,88.0,88.0,92.0,94.0,87.0,100.0,14.0,15.0,0.0,100.0,2.0,100.0,238.0,226.0,74.0,78.0,76.0,80.0,0.0,16.0,419.0,4.0,4.0,3.0,5.0,0.0,111.0,961.0,12.0,13.0,11.0,15.0,-1.0,1.0,318.0
1,1,1,1,0,1,4.0,95.0,83.0,100.0,100.0,88.0,90.0,100.0,14.0,10.0,0.0,100.0,4.0,100.0,38.0,53.0,72.0,75.0,61.0,85.0,0.0,14.0,19.0,4.0,4.0,3.0,5.0,0.0,0.0,26.0,0.0,8.0,4.0,14.0,0.0,1.0,239.0
1,1,1,0,1,1,4.0,100.0,65.0,87.0,86.0,86.0,89.0,80.0,16.0,12.0,0.0,99.0,1.0,100.0,655.0,922.0,71.0,81.0,78.0,85.0,1.0,16.0,399.0,4.0,4.0,3.0,5.0,0.0,68.0,476.0,14.0,11.0,9.0,13.0,0.0,1.0,318.0
1,1,1,1,0,1,3.0,100.0,100.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,0.0,100.0,238.0,8.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,16.0
1,1,1,0,1,1,5.0,97.0,98.0,100.0,100.0,100.0,100.0,95.0,14.0,12.0,0.0,88.0,2.0,100.0,18.0,35.0,51.0,59.0,44.0,75.0,-1.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,5.0,26.0,19.0,12.0,7.0,20.0,0.0,1.0,248.0
1,1,1,1,1,1,2.0,87.0,54.0,69.0,61.0,62.0,43.0,76.0,14.0,12.0,0.0,93.0,0.0,90.0,5.0,27.0,19.0,30.0,17.0,48.0,-1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,9.0,10.0,10.0,7.0,15.0,0.0,1.0,109.0
1,1,1,1,1,1,2.0,76.0,56.0,81.0,84.0,80.0,67.0,84.0,14.0,12.0,0.0,92.0,1.0,100.0,16.0,27.0,59.0,68.0,50.0,85.0,0.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,35.0,13.0,10.0,10.0,7.0,15.0,0.0,1.0,50.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,6.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,2.0,10.0,10.0,7.0,15.0,0.0,1.0,24.0
1,1,1,1,0,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,6.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,5.0
1,1,1,1,1,1,2.0,99.0,65.0,58.0,62.0,73.0,35.0,51.0,14.0,12.0,0.0,96.0,0.0,100.0,238.0,3.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,18.0
1,1,1,1,1,1,4.0,98.0,78.0,88.0,88.0,91.0,90.0,85.0,13.0,6.0,0.0,100.0,1.0,100.0,131.0,190.0,69.0,78.0,72.0,85.0,0.0,3.0,73.0,4.0,4.0,3.0,5.0,0.0,7.0,111.0,6.0,7.0,5.0,10.0,0.0,1.0,350.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,10.0,72.0,77.0,70.0,82.0,0.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,24.0
1,1,1,1,1,1,1.0,94.0,66.0,45.0,47.0,40.0,38.0,35.0,14.0,12.0,0.0,100.0,1.0,100.0,19.0,29.0,66.0,72.0,56.0,86.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,39.0
1,1,1,1,0,1,4.0,96.0,89.0,82.0,100.0,92.0,89.0,85.0,13.0,9.0,0.0,99.0,3.0,96.0,67.0,94.0,71.0,76.0,67.0,85.0,0.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,4.0,46.0,9.0,10.0,6.0,17.0,0.0,1.0,157.0
1,1,1,1,1,1,4.0,98.0,67.0,83.0,84.0,87.0,90.0,85.0,14.0,12.0,0.0,100.0,4.0,91.0,24.0,37.0,65.0,72.0,59.0,85.0,0.0,14.0,14.0,4.0,4.0,3.0,5.0,0.0,35.0,16.0,10.0,10.0,7.0,15.0,0.0,1.0,243.0
1,1,1,1,0,1,2.0,99.0,86.0,78.0,71.0,75.0,75.0,48.0,14.0,12.0,0.0,99.0,1.0,94.0,18.0,23.0,78.0,86.0,63.0,99.0,0.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,20.0
1,1,1,1,0,1,3.0,70.0,60.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,89.0,6.0,100.0,238.0,7.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,6.0,10.0,10.0,7.0,15.0,0.0,1.0,6.0
1,1,1,1,0,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,7.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,32.0
1,1,1,0,0,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,2.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,2.0,10.0,10.0,7.0,15.0,0.0,1.0,4.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,17.0,72.0,77.0,70.0,82.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,20.0
1,1,1,1,1,1,2.0,88.0,84.0,74.0,80.0,68.0,65.0,76.0,15.0,19.0,0.0,96.0,2.0,98.0,13.0,27.0,48.0,56.0,39.0,73.0,-1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,2.0,28.0,7.0,9.0,5.0,16.0,0.0,1.0,27.0
1,1,1,1,1,1,4.0,84.0,60.0,90.0,93.0,95.0,88.0,87.0,14.0,12.0,0.0,84.0,1.0,100.0,27.0,36.0,75.0,74.0,59.0,83.0,0.0,14.0,8.0,4.0,4.0,3.0,5.0,0.0,35.0,15.0,10.0,10.0,7.0,15.0,0.0,1.0,37.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,7.0,22.0,32.0,43.0,27.0,61.0,-1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,45.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,17.0,44.0,39.0,44.0,31.0,58.0,-1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,60.0
1,1,0,0,0,1,3.0,86.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,71.0,0.0,100.0,9.0,20.0,45.0,59.0,39.0,81.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,14.0
1,1,1,1,1,0,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,12.0,72.0,77.0,70.0,82.0,0.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,28.0
1,0,0,0,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,11.0,72.0,77.0,70.0,82.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,17.0
1,1,1,1,0,0,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,5.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,4.0
1,1,1,1,0,1,3.0,76.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,95.0,0.0,100.0,238.0,8.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,8.0,10.0,10.0,7.0,15.0,0.0,1.0,321.0
1,1,1,1,1,1,3.0,96.0,85.0,84.0,81.0,85.0,88.0,76.0,13.0,17.0,0.0,97.0,1.0,99.0,848.0,226.0,76.0,79.0,76.0,82.0,0.0,25.0,661.0,4.0,4.0,3.0,5.0,0.0,47.0,582.0,8.0,9.0,7.0,11.0,0.0,1.0,318.0
1,1,1,1,0,1,2.0,92.0,51.0,73.0,69.0,73.0,70.0,61.0,7.0,20.0,0.0,79.0,1.0,100.0,269.0,362.0,74.0,78.0,73.0,81.0,0.0,6.0,163.0,4.0,4.0,3.0,5.0,0.0,24.0,188.0,13.0,12.0,9.0,17.0,0.0,1.0,714.0
1,1,1,1,1,1,4.0,97.0,42.0,95.0,91.0,96.0,87.0,94.0,13.0,12.0,0.0,95.0,2.0,98.0,943.0,226.0,63.0,70.0,68.0,73.0,-1.0,18.0,459.0,4.0,4.0,3.0,5.0,0.0,147.0,808.0,18.0,16.0,13.0,18.0,-1.0,1.0,318.0
1,1,1,1,0,1,2.0,90.0,52.0,67.0,48.0,71.0,30.0,76.0,8.0,20.0,0.0,92.0,2.0,98.0,35.0,51.0,69.0,70.0,59.0,80.0,0.0,14.0,9.0,4.0,4.0,3.0,5.0,0.0,3.0,28.0,11.0,11.0,6.0,18.0,0.0,1.0,337.0
1,0,0,0,0,1,3.0,70.0,24.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,96.0,0.0,100.0,238.0,8.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,154.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,7.0,72.0,77.0,70.0,82.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,6.0,10.0,10.0,7.0,15.0,0.0,1.0,13.0
1,1,1,1,1,1,3.0,93.0,97.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,0.0,100.0,5.0,23.0,22.0,37.0,20.0,59.0,-1.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,19.0,10.0,10.0,7.0,15.0,0.0,1.0,245.0
1,1,1,1,0,1,4.0,100.0,91.0,82.0,84.0,86.0,77.0,76.0,12.0,16.0,0.0,99.0,2.0,100.0,671.0,961.0,70.0,74.0,71.0,77.0,0.0,15.0,428.0,4.0,4.0,3.0,5.0,0.0,48.0,517.0,9.0,10.0,8.0,12.0,0.0,1.0,318.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,6.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,185.0
1,1,1,1,1,1,3.0,96.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,88.0,0.0,100.0,19.0,27.0,70.0,78.0,57.0,92.0,0.0,14.0,15.0,4.0,4.0,3.0,5.0,0.0,4.0,21.0,19.0,12.0,7.0,20.0,0.0,1.0,30.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,2.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,6.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,6.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,308.0
1,1,1,1,1,1,3.0,84.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,84.0,0.0,100.0,238.0,15.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,247.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,9.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,111.0
1,1,1,1,1,1,4.0,99.0,64.0,94.0,90.0,96.0,84.0,96.0,16.0,15.0,0.0,97.0,2.0,98.0,706.0,886.0,80.0,87.0,84.0,90.0,1.0,19.0,526.0,4.0,4.0,3.0,5.0,0.0,84.0,468.0,18.0,15.0,12.0,18.0,-1.0,1.0,318.0
1,1,1,1,0,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,13.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,151.0
1,1,1,1,0,1,2.0,83.0,50.0,61.0,60.0,41.0,19.0,50.0,14.0,12.0,0.0,97.0,0.0,100.0,14.0,29.0,48.0,55.0,38.0,70.0,-1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,17.0,10.0,10.0,7.0,15.0,0.0,1.0,299.0
1,1,1,1,0,1,2.0,95.0,97.0,36.0,44.0,34.0,59.0,60.0,14.0,12.0,0.0,97.0,3.0,97.0,15.0,24.0,62.0,71.0,52.0,86.0,0.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,35.0,13.0,10.0,10.0,7.0,15.0,0.0,1.0,111.0
1,1,1,1,1,1,4.0,99.0,93.0,92.0,90.0,98.0,93.0,90.0,9.0,17.0,0.0,99.0,1.0,100.0,167.0,293.0,57.0,63.0,57.0,69.0,-1.0,4.0,105.0,4.0,4.0,3.0,5.0,0.0,22.0,143.0,15.0,12.0,9.0,17.0,0.0,1.0,318.0
1,1,1,1,1,1,2.0,97.0,68.0,58.0,58.0,59.0,23.0,53.0,14.0,12.0,0.0,70.0,0.0,100.0,238.0,7.0,72.0,77.0,70.0,82.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,5.0,10.0,10.0,7.0,15.0,0.0,1.0,24.0
1,1,1,1,1,1,2.0,95.0,46.0,68.0,76.0,71.0,74.0,77.0,18.0,4.0,0.0,96.0,3.0,99.0,39.0,53.0,74.0,77.0,62.0,87.0,0.0,14.0,13.0,4.0,4.0,3.0,5.0,0.0,4.0,31.0,13.0,11.0,6.0,19.0,0.0,1.0,514.0
1,1,1,1,1,1,3.0,92.0,70.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,0.0,100.0,238.0,7.0,72.0,77.0,70.0,82.0,0.0,14.0,1.0,4.0,4.0,3.0,5.0,0.0,35.0,4.0,10.0,10.0,7.0,15.0,0.0,1.0,166.0
1,1,1,1,1,1,3.0,97.0,84.0,75.0,78.0,80.0,74.0,75.0,14.0,12.0,0.0,93.0,0.0,100.0,238.0,8.0,72.0,77.0,70.0,82.0,0.0,14.0,2.0,4.0,4.0,3.0,5.0,0.0,35.0,1.0,10.0,10.0,7.0,15.0,0.0,1.0,29.0
1,1,1,1,1,1,4.0,98.0,88.0,88.0,84.0,90.0,81.0,84.0,14.0,13.0,0.0,99.0,1.0,100.0,526.0,711.0,74.0,78.0,74.0,81.0,0.0,10.0,282.0,4.0,4.0,3.0,5.0,0.0,48.0,438.0,11.0,10.0,8.0,13.0,0.0,1.0,318.0
1,1,1,1,1,1,3.0,91.0,77.0,78.0,88.0,80.0,70.0,92.0,14.0,12.0,0.0,98.0,0.0,92.0,13.0,27.0,48.0,56.0,39.0,70.0,-1.0,14.0,7.0,4.0,4.0,3.0,5.0,0.0,35.0,10.0,10.0,10.0,7.0,15.0,0.0,1.0,372.0
1,1,1,1,1,1,3.0,100.0,100.0,79.0,80.0,82.0,80.0,76.0,6.0,18.0,0.0,100.0,0.0,100.0,14.0,34.0,41.0,52.0,37.0,68.0,-1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,4.0,20.0,20.0,12.0,7.0,21.0,0.0,1.0,450.0
1,1,1,0,0,1,3.0,67.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,100.0,5.0,100.0,9.0,28.0,32.0,42.0,27.0,59.0,-1.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,18.0,10.0,10.0,7.0,15.0,0.0,1.0,268.0
1,1,1,1,1,1,4.0,94.0,48.0,79.0,99.0,82.0,91.0,82.0,11.0,17.0,0.0,99.0,1.0,92.0,34.0,66.0,52.0,57.0,45.0,69.0,-1.0,14.0,12.0,4.0,4.0,3.0,5.0,0.0,4.0,32.0,12.0,11.0,6.0,17.0,0.0,1.0,552.0
1,1,1,1,0,1,2.0,85.0,69.0,69.0,66.0,58.0,56.0,63.0,14.0,12.0,0.0,93.0,8.0,100.0,21.0,39.0,54.0,62.0,45.0,77.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,13.0,10.0,10.0,7.0,15.0,0.0,1.0,379.0
1,1,1,1,1,1,2.0,95.0,53.0,64.0,56.0,60.0,45.0,55.0,9.0,10.0,0.0,88.0,3.0,100.0,57.0,90.0,63.0,64.0,54.0,72.0,-1.0,14.0,17.0,4.0,4.0,3.0,5.0,0.0,6.0,55.0,11.0,12.0,7.0,19.0,0.0,1.0,318.0
1,1,1,1,1,1,4.0,98.0,67.0,97.0,86.0,87.0,80.0,90.0,14.0,12.0,0.0,98.0,0.0,100.0,238.0,12.0,72.0,77.0,70.0,82.0,0.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,7.0,10.0,10.0,7.0,15.0,0.0,1.0,35.0
1,1,1,1,1,0,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,5.0,20.0,25.0,38.0,22.0,58.0,-1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,35.0,6.0,10.0,10.0,7.0,15.0,0.0,1.0,26.0
1,1,1,1,1,1,2.0,79.0,42.0,80.0,48.0,63.0,57.0,76.0,12.0,10.0,0.0,100.0,2.0,100.0,238.0,17.0,72.0,77.0,70.0,82.0,0.0,14.0,5.0,4.0,4.0,3.0,5.0,0.0,35.0,14.0,10.0,10.0,7.0,15.0,0.0,1.0,297.0
1,0,0,0,0,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,238.0,7.0,72.0,77.0,70.0,82.0,0.0,14.0,4.0,4.0,4.0,3.0,5.0,0.0,35.0,3.0,10.0,10.0,7.0,15.0,0.0,1.0,20.0
1,1,1,1,1,1,3.0,94.0,71.0,79.0,80.0,82.0,80.0,76.0,14.0,12.0,0.0,92.0,1.0,98.0,12.0,59.0,20.0,28.0,18.0,41.0,-1.0,14.0,6.0,4.0,4.0,3.0,5.0,0.0,5.0,25.0,20.0,13.0,8.0,23.0,0.0,1.0,173.0
1,1,1,1,0,1,2.0,94.0,66.0,69.0,53.0,75.0,80.0,76.0,8.0,18.0,0.0,94.0,2.0,98.0,27.0,53.0,51.0,55.0,42.0,67.0,-1.0,14.0,3.0,4.0,4.0,3.0,5.0,0.0,4.0,48.0,8.0,10.0,6.0,16.0,0.0,1.0,89.0
1,1,1,1,1,1,4.0,76.0,75.0,90.0,90.0,94.0,95.0,94.0,12.0,17.0,0.0,93.0,1.0,100.0,238.0,226.0,85.0,94.0,92.0,95.0,1.0,38.0,920.0,4.0,4.0,3.0,5.0,0.0,67.0,926.0,7.0,7.0,6.0,9.0,1.0,1.0,318.0
